Company Name (English),Company Name (Chinese),Booth/Hall Number,Hall Name (English),Hall Name (Chinese),All Booths,ID
OLI EBIKE SYSTEMS SRL,浙江欧力驱动系统有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0737,official_556
KCLAMBER ELECTRIC TECHNOLOGY CORP.,苏州摩腾电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0740,official_557
"SHENZHEN ATNEN TECHNOLOGY CO., LTD.",深圳市艾特能科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0743,official_558
"TIANJIN D &amp; R ELECTRONIC TECHNOLOGY CO., LTD.",天津东嘉荣电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0745,official_559
"ANANDA DRIVE TECHNIQUES (SHANGHAI) CO., LTD.",安乃达驱动技术（上海）股份有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0901,official_560
"JIANDE WUXING BICYCLE CO., LTD.",建德市五星车业有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0905,official_561
"HIGO TECHNOLOGY (SUZHOU) CO., LTD.",海固科技（苏州）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0911,official_562
"SUZHOU SHENGYI MOTOR CO., LTD.",苏州盛亿电机有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0913,official_563
"JOYCUBE BATTERY CO., LTD.",星久科能源（苏州）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0916,official_564
"GUANGDONG GREENWAY TECHNOLOGY CO., LTD.",广东博力威科技股份有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0921,official_565
"QINHUANGDAO XINCHI PHOTOELECTRICITY TECHNOLOGY CO., LTD.",秦皇岛市芯驰光电科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0926,official_566
"SUZHOU XIONGDA ELECTRIC MACHINE CO., LTD.",苏州雄大电机有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0932,official_567
"SUZHOU XIONGFENG MOTOR CO., LTD.",苏州雄风电机有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0937,official_568
"NANTONG KOUMU CAR FITTINGS CO., LTD.",南通口木车件有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0940,official_569
"WUXI KYESANG TECHNOLOGY CO., LTD.",无锡启尚科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0943,official_570
"SHENZHEN SHENZHOU ARROW ELECTRONIC TECHNOLOGY CO., LTD.",深圳市神舟飞箭电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-0945,official_571
"LUHONG TECHNOLOGY (SHENZHEN) CO., LTD.",鲁鸿科技（深圳）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1121,official_572
"KUNSHAN ST ELECTRONICS CO., LTD.",昆山硕通电子有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1226,official_573
"TIANJIN SANTROLL ELECTRIC TECHNOLOGY CO., LTD.",天津市松正电动科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1232,official_574
"HENAN YICHUAN NEW ENERGY TECHNOLOGY CO., LTD.",河南一川新能源科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1237,official_575
广州明美新能源股份有限公司,广州明美新能源股份有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1240,official_576
"DONGGUN LIZJIN ELECTRONIC TECHNOLOGY CO., LTD.",东莞笠智精电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1243,official_577
"RUIKANG ELECTRONIC TECHNOLOGY CO., LTD.",佛山市睿康电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1245,official_578
"JIANGSU JINFENG ELECTROMECHANICAL CO., LTD.",江苏金丰机电有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1405,official_579
苏州领冠新能源科技有限公司,苏州领冠新能源科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1411,official_580
"WUXI DPOWER ELECTRONIC CO., LTD.",无锡大派电子有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1413,official_581
"AIKEMA ELECTRIC DRIVE SYSTEM (SUZHOU) CO., LTD.",爱克玛电驱动系统（苏州）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1416,official_582
"NANJING LISHUI ELECTRONICS RESEARCH INSTITUTE CO., LTD.",南京溧水电子研究所有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1421,official_583
"IQILI INTELLIGENT TECHNOLOGY (CHONGQING) CO., LTD.",爱奇力智能科技（重庆）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1526,official_584
"SHENZHEN KCHQ TECHNOLOGY CO., LTD.",深圳市科创奇科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1529,official_585
"ZHONGSHAN SHIBAO NEW ENERGY CO., LTD.",中山市世豹新能源有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1532,official_586
"FENG RONG PRECISION TECHNOLOGY (DONG GUAN) CO., LTD.",丰荣精密科技（东莞）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1537,official_587
苏州山田机电有限公司,苏州山田机电有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1540,official_588
"CHOGORI TECHNOLOGY CO., LTD.",深圳乔合里科技股份有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1543,official_589
"LN ENERGY TECHNOLOGY CO., LTD.",佛山市雷能能源科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1545,official_590
"TIANJIN GOOD LIGHT TECHNOLOGY DEVELOPMENT CO., LTD.",天津固德莱特科技发展有限公司,E5,E-bikes accessories,电动车零配件馆,"E5-1701, E6-1421",official_591
"JIZE SAICHUANG LOCOMOTIVE PARTS CO., LTD.",鸡泽县赛创机车部件有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1705,official_592
"WELLTRANS TRANSMISSION SYSTEM (SHANGHAI) CO., LTD.",威榕传动系统（上海）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1709,official_593
"TAISHAN CJS TECHNOLOGY CO., LTD.",台山市昌建顺科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1715,official_594
"LEHVOSS (SHANGHAI) CHEMICAL CO., LTD.",雷孚斯（上海）化工有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1717,official_595
"HANGZHOU LIANGPAI TECHNOLOGY CO., LTD.",杭州亮派科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1720,official_596
"NANJING BIGSTONE ELECTRONIC &amp; TECHNOLOGY CO., LTD.",南京大石电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1721,official_597
大城县全鑫车辆配件有限公司,大城县全鑫车辆配件有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1724,official_598
"HUIZHOU JETECH ENERGY TECHNOLOGY CO., LTD.",惠州市杰特能源科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1725,official_599
"MING CHEN PLASTIC PRODUCTS CO., LTD.,QINGHE COUNTY",清河县明辰塑胶制品有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1727,official_600
"JIANGXI HUABO LOCOMOTIVE PARTS CO., LTD.",江西华搏机车部件有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1728,official_601
"QINGDAO VISASTONE INDUSTRY &amp; TRADE CO., LTD.",青岛信石工贸有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1730,official_602
"FRANK BEARING TRADING (SHANGHAI) CO., LTD.",弗兰克轴承贸易（上海）有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1731,official_603
"HANGZHOU TIANCI POWER TECHNOLOGY CO., LTD.",杭州天磁动力科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1732,official_604
苏州智连共创电子科技有限公司,苏州智连共创电子科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1801,official_605
"XINGTAI SANJIAN ELECTRIC BIKE MANUFACTURING CO., LTD.",邢台市三剑电动自行车制造有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1803,official_606
河北鼎宏机械配件有限公司,河北鼎宏机械配件有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1805,official_607
"CLOUD DRIVE INTELLIGENT TECHNOLGY CO., LTD.",南京云驱智能科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1807,official_608
温州艾锐德科技有限公司,温州艾锐德科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1813,official_609
"NINGBO SIMING CHEMICAL CO., LTD.",宁波思铭化工有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1816,official_610
"CIXI HUIYE MACHINERY TECHNOLOGY CO., LTD.",慈溪惠业机械科技有限公司,E5,E-bikes accessories,电动车零配件馆,E5-1817,official_611
"DEGSON TECHNOLOGY CO., LTD.",宁波高松技术有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0001,official_612
"CHANGZHOU GREENPEDEL CO., LTD.",常州嘉罗车辆配件有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0005,official_613
"KING CLEAN ELECTRI CO., LTD.",莱克电气股份有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0009,official_614
慈溪托力自行车配件厂,慈溪托力自行车配件厂,E6,E-bikes & accessories,电动车及零配件馆,E6-0013,official_615
"SHENZHEN JIMI IOT CO., LTD.",深圳几米物联有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0017,official_616
惠州市华利新材料有限公司,惠州市华利新材料有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0021,official_617
"SHANDONG MTEN CO., LTD.",山东蒙特恩传动科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0023,official_618
DAISAKU COMPANY LIMITED,株式会社大索,E6,E-bikes & accessories,电动车及零配件馆,E6-0024,official_619
"RUIAN TONGFAN LOCKSET INDUSTRY CO., LTD.",瑞安市同帆锁业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0025,official_620
"SHENZHEN CHANSON INTELLIGENT TECHNOLOGY CO., LTD.",深圳市创行智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0027,official_621
杭州稻田增材技术有限公司,杭州稻田增材技术有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0029,official_622
"DONGGUAN XUYI HARDWARE PLASTIC PRODUCTS CO., LTD.",东莞市旭意五金塑胶制品有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0030,official_623
芸芸物联科技（苏州）有限公司,芸芸物联科技（苏州）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0031,official_624
"KUNSHAN YILIANSHENG INTELLIGENT TECHNOLOGY CO., LTD.",昆山亿联盛智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0105,official_625
"TAIZHOU LUQIAO TONGSHANG MACHINARY TECHNOLOGY CO., LTD.",台州市路桥同尚机械科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0111,official_626
"TIANJIN XINGANGYUN TECHNOLOGY CO., LTD.",天津市鑫港运科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0113,official_627
跃成机电科技无锡有限公司,跃成机电科技无锡有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0116,official_628
"NINGBO VSETT INTELLIGENT TECHNOLOGY CO., LTD.",宁波凹索智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0121,official_629
"ZHEJIANG JINLIN SPORTS TECHNOLOGY CO., LTD.",浙江锦霖运动科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0126,official_630
"WUXI SANDA MOTOR TECHNOLOGY CO., LTD.",无锡信安达电机科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0132,official_631
丹阳市都盛电器有限公司,丹阳市都盛电器有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0136,official_632
SHENZHEN TRITEK LIMITED,深圳市泰科动力系统有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0139,official_633
"ANMDY INTELLIGENT TECHNOLOGY (SUZHOU) CO., LTD.",安沐迪智能科技（苏州）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0142,official_634
邢台治洋车业有限公司,邢台治洋车业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0144,official_635
"WANDA BATTERY INTELLIGENT TECHNOLOGY (KUNSHAN) CO., LTD.",万达电智能科技（昆山）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0145,official_636
"SPANNINGA BICYCLE COMPONENTS (FOSHAN) CO., LTD.",思邦自行车配件（佛山）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0201,official_637
"SHENZHEN FIRST POWER ENERGY CO., LTD.",深圳市一级动力能源有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0411,official_638
KKE,金华凯凯壹科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0413,official_639
"FOSHAN CITY SHUNDE DISTRICT CHENGDI ELECTRONIC TECHNOLOGY CO., LTD.",佛山市顺德区晟迪电子科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0416,official_640
"NINGBO VCHAIN TECHNOLOGY CO., LTD.",宁波唯诚科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0421,official_641
"NINGBO HUIDONG NEW ENERGY TECHNOLOGY CO., LTD.",宁波辉动新能源科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0423,official_642
"NINGBO ROADSAN NEW ENERGY TECHNOLOGY CO., LTD.",宁波路尚新能源科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0426,official_643
"ZHEJIANG XINZHENG INDUSTRY AND TRADE CO., LTD.",浙江鑫正工贸有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0429,official_644
"EAZO TECHNOLOGY CO., LTD.",深圳易泽新能源科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0432,official_645
"JIN XIN YU POWER (SHENZHEN) SUPPLY CO., LTD.",金鑫宇电源（深圳）有限责任公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0434,official_646
"TIANJIN XIANZHONG NEW ENERGY TECHNOLOGY CO., LTD.",天津先众新能源科技股份有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0436,official_647
"PUYUAN ELECTRIC MOTOR (SUZHOU) CO., LTD.",普源电机制造（苏州）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0439,official_648
"Z.S.F TECHNOLOGY (SHENZHEN) CO., LTD.",深圳市智盛富科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0442,official_649
"NINGBO XOD ELECTRIC HYDRAULIC DISC BRAKES CO., LTD.",宁波小电骑行装备有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0444,official_650
"KUNSHAN REENTION ELECTRICAL AND MECHANICAL CO., LTD.",昆山睿恩新机电有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0505,official_651
"TIANJIN D-POWERCORE CO., LTD.",天津动芯科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0536,official_652
"NINGBO RUNDO TECHNOLOGY CO., LTD.",宁波远多智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0601,official_653
"QUZHOU BENNENG VEHICLE CO., LTD.",衢州奔能车业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0705,official_654
"SHANGHAI PYTES ENERGY CO., LTD.",上海派智能源股份有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0711,official_655
"ZHEJIANG TIANHONG LITHIUM-ION BATTERY CO., LTD.",浙江天宏锂电股份有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0716,official_656
"NINGBO XINTU INTELLIGENT &amp; TECHNOLOGY CO., LTD.",宁波新途智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0721,official_657
"KUNSHAN SHANSHAN ELECTRONIC SCIENCE &amp; TECHNOLOGY CO., LTD.",昆山市山山电子科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0726,official_658
"TIANJIN YOUPENG YONGYUE GONGMAO CO., LTD.",天津友鹏永悦工贸有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0732,official_659
"CHANGZHOU BISEK CYCLE CO., LTD.",常州柏斯克车业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0736,official_660
"SHENZHEN MODIARY CO., LTD.",深圳市麦迪瑞科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0739,official_661
"SHENZHEN RYDER ELECTRONICS CO., LTD.",深圳市瑞鼎电子有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0742,official_662
"JIAXING JIAQI ELECTRONIC AND TECHNOLOGY CO., LTD.",嘉兴市佳祺电子科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0744,official_663
"CHANGZHOU NCYCLEBIKE CO., LTD.",常州市恩赛克电动车科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0844,official_664
"WUYI BOE SPORTS EQUIPMENT CO., LTD.",武义柏亦运动器材有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0901,official_665
"JINHUA JOBO TECHNOLOGY CO., LTD.",金华市乔博电动科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0905,official_666
"GUANGZHOU SYMBOL BICYCLE CO., LTD.",广州市鑫堡自行车有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0911,official_667
"TAIZHOU LI JIA AUTOMOBILE INDUSTRY CO., LTD.",台州市立佳车业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0916,official_668
"JINHUA FEIRUI VEHICLE CO., LTD.",金华市飞瑞车业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0921,official_669
"ZHEJIANG BOCHUANG POWER CO., LTD.",浙江博创动力股份有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0926,official_670
"JINHUA VISION INDUSTRY CO., LTD.",金华卓远实业有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0936,official_671
"HANGZHOU MACFREY TECHNOLOGY CO., LTD.",杭州麦柯福瑞科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0939,official_672
途屿电机（常州）有限公司,途屿电机（常州）有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0942,official_673
"SHENZHEN DYU INTELLIGENT TRANSPORTATION TECHNOLOGY CO., LTD.",深圳市大鱼智行科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-0944,official_674
"SUZHOU LINKWE NEW ENERGY TECHNOLOGY CO., LTD.",苏州联为新能源科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-1111,official_675
"CHANGZHOU AIMOS TECHNOLOGY CO., LTD.",常州艾莫斯智能科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-1113,official_676
"NINGBO TEVERUN TECHNOLOGY CO., LTD.",宁波特佰轮科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-1226,official_677
"SUZHOU LONGYUE LITHIUM-POWER VEHICLE CO., LTD.",苏州龙跃锂动车辆有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-1232,official_678
"NINGBO VEKEN NEW ENERGY TECHNOLOGY CO., LTD.",宁波维科新能源科技有限公司,E6,E-bikes & accessories,电动车及零配件馆,E6-1236,official_679
